1.516786562939576000e+15,2.000000000000000000e+00,5.000000000000000000e+00,2.600000000000000000e+01,2.600000000000000000e+01,7.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,-3.000000000000000000e+00,7.000000000000000000e+00,-1.000000000000000000e+00,-3.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,8.984380000000000144e-02,-4.516600000000000614e-01,8.461910000000000265e-01,-1.875000000000000000e+00,-5.187500000000000000e+00,-1.112500000000000000e+01,-2.076420000000000210e-01,-1.273190000000000155e-01,3.544920000000000293e-01,9.027709999999998791e-01,-4.856369999999999854e-01,-8.276019999999999210e-02,7.688470000000000582e-01
1.516786562940579000e+15,-5.000000000000000000e+00,-6.000000000000000000e+00,-7.000000000000000000e+00,-1.600000000000000000e+01,-7.000000000000000000e+00,-4.000000000000000000e+00,-3.000000000000000000e+00,-4.000000000000000000e+00,-2.000000000000000000e+00,-5.000000000000000000e+00,-1.400000000000000000e+01,-1.300000000000000000e+01,-1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,8.984380000000000144e-02,-4.516600000000000614e-01,8.461910000000000265e-01,-1.875000000000000000e+00,-5.187500000000000000e+00,-1.112500000000000000e+01,-2.076420000000000210e-01,-1.273190000000000155e-01,3.544920000000000293e-01,9.027709999999998791e-01,-4.856369999999999854e-01,-8.276019999999999210e-02,7.688470000000000582e-01
1.516786562945595000e+15,0.000000000000000000e+00,-1.000000000000000000e+00,3.000000000000000000e+00,-5.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-3.000000000000000000e+00,-9.000000000000000000e+00,-1.000000000000000000e+01,-2.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.000000000000000000e+00,3.808590000000000586e-02,-4.199220000000000175e-01,8.466799999999998771e-01,-1.575000000000000000e+01,-4.062500000000000000e+00,-1.550000000000000000e+01,-2.094119999999999870e-01,-1.289059999999999928e-01,3.519900000000000251e-01,9.030759999999999899e-01,-4.900850000000000484e-01,-8.550699999999999967e-02,7.646470000000000766e-01
1.516786562946596000e+15,1.000000000000000000e+00,5.000000000000000000e+00,2.200000000000000000e+01,3.500000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,-3.000000000000000000e+00,-6.000000000000000000e+00,-1.900000000000000000e+01,-1.400000000000000000e+01,-3.000000000000000000e+00,-5.000000000000000000e+00,-2.000000000000000000e+00,-4.000000000000000000e+00,3.808590000000000586e-02,-4.199220000000000175e-01,8.466799999999998771e-01,-1.575000000000000000e+01,-4.062500000000000000e+00,-1.550000000000000000e+01,-2.094119999999999870e-01,-1.289059999999999928e-01,3.519900000000000251e-01,9.030759999999999899e-01,-4.900850000000000484e-01,-8.550699999999999967e-02,7.646470000000000766e-01
1.516786562951614000e+15,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000000e+00,1.600000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.931639999999999635e-02,-4.707029999999999825e-01,8.198239999999999972e-01,-3.587500000000000000e+01,-5.625000000000000000e-01,-1.375000000000000000e+01,-2.150269999999999959e-01,-1.314089999999999980e-01,3.491210000000000147e-01,9.025270000000000792e-01,-5.026189999999999269e-01,-8.716930000000000511e-02,7.605539999999999523e-01
1.516786562961650000e+15,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-1.600000000000000000e+01,-7.000000000000000000e+00,-4.000000000000000000e+00,-1.000000000000000000e+00,-2.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+01,2.500000000000000000e+01,1.200000000000000000e+01,6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.931639999999999635e-02,-4.707029999999999825e-01,8.198239999999999972e-01,-3.587500000000000000e+01,-5.625000000000000000e-01,-1.375000000000000000e+01,-2.150269999999999959e-01,-1.314089999999999980e-01,3.491210000000000147e-01,9.025270000000000792e-01,-5.026189999999999269e-01,-8.716930000000000511e-02,7.605539999999999523e-01
1.516786562974670000e+15,-5.000000000000000000e+00,-1.200000000000000000e+01,-2.600000000000000000e+01,-1.900000000000000000e+01,-9.000000000000000000e+00,-8.000000000000000000e+00,-5.000000000000000000e+00,-4.000000000000000000e+00,-1.000000000000000000e+00,-3.000000000000000000e+00,8.000000000000000000e+00,-7.000000000000000000e+00,-1.400000000000000000e+01,-2.000000000000000000e+00,-2.000000000000000000e+00,1.000000000000000000e+00,8.007810000000001316e-02,-5.791020000000000056e-01,8.320309999999999651e-01,-2.856250000000000000e+01,4.312500000000000000e+00,-7.000000000000000000e+00,-2.207030000000000103e-01,-1.330569999999999808e-01,3.471679999999999766e-01,9.016719999999999180e-01,-5.146689999999999321e-01,-8.681389999999998552e-02,7.578939999999999566e-01
1.516786562981695000e+15,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,2.800000000000000000e+01,3.600000000000000000e+01,9.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000000000e+00,-1.800000000000000000e+01,-1.000000000000000000e+01,-6.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,8.007810000000001316e-02,-5.791020000000000056e-01,8.320309999999999651e-01,-2.856250000000000000e+01,4.312500000000000000e+00,-7.000000000000000000e+00,-2.207030000000000103e-01,-1.330569999999999808e-01,3.471679999999999766e-01,9.016719999999999180e-01,-5.146689999999999321e-01,-8.681389999999998552e-02,7.578939999999999566e-01
1.516786562989710000e+15,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.100000000000000000e+01,1.400000000000000000e+01,6.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,9.619139999999999635e-02,-5.317380000000000440e-01,8.671879999999999589e-01,-2.812500000000000000e+00,6.687500000000000000e+00,-6.812500000000000000e+00,-2.217409999999999937e-01,-1.326900000000000024e-01,3.457639999999999603e-01,9.020389999999999242e-01,-5.162550000000000194e-01,-8.615029999999999910e-02,7.548390000000000377e-01
1.516786563005907000e+15,-3.000000000000000000e+00,-4.000000000000000000e+00,-1.200000000000000000e+01,-7.000000000000000000e+00,-1.500000000000000000e+01,-7.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.300000000000000000e+01,5.100000000000000000e+01,-2.000000000000000000e+00,-2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.619139999999999635e-02,-5.317380000000000440e-01,8.671879999999999589e-01,-2.812500000000000000e+00,6.687500000000000000e+00,-6.812500000000000000e+00,-2.217409999999999937e-01,-1.326900000000000024e-01,3.457639999999999603e-01,9.020389999999999242e-01,-5.162550000000000194e-01,-8.615029999999999910e-02,7.548390000000000377e-01
