timestamp,x,y,z,w
1524564441619796,-0.127625,-0.015686,-0.322266,-0.937927
1524564441641861,-0.126343,-0.0141602,-0.321594,-0.938354
1524564441663947,-0.124512,-0.0129395,-0.320862,-0.938843
1524564441678954,-0.122559,-0.012085,-0.320313,-0.939331
1524564441702016,-0.12085,-0.0116577,-0.319946,-0.939697
1524564441725077,-0.119568,-0.0115967,-0.319763,-0.93988
1524564441739113,-0.119263,-0.0119629,-0.319397,-0.940063
1524564441762209,-0.119568,-0.0126953,-0.31897,-0.940125
1524564441784233,-0.120544,-0.0136719,-0.318359,-0.940186
1524564441798271,-0.122437,-0.0147095,-0.317749,-0.940186
1524564441822337,-0.124695,-0.0154419,-0.316956,-0.940125
1524564441844394,-0.126709,-0.0159302,-0.316101,-0.940125
1524564441858430,-0.128418,-0.0159302,-0.31543,-0.940125
1524564441889545,-0.129822,-0.0155029,-0.315063,-0.940063
1524564441904555,-0.130615,-0.0148315,-0.314819,-0.940063
1524564441918590,-0.130798,-0.0139771,-0.314514,-0.940125
1524564441941653,-0.130981,-0.0129395,-0.314392,-0.940186
1524564441964746,-0.131287,-0.0117188,-0.314392,-0.940125
1524564441985833,-0.131226,-0.0105591,-0.314209,-0.940247
1524564442001813,-0.131226,-0.00946045,-0.313904,-0.940369
1524564442023882,-0.130859,-0.00830078,-0.31366,-0.940491
1524564442038912,-0.130188,-0.00744629,-0.313293,-0.940735
1524564442061972,-0.128967,-0.00665283,-0.312988,-0.940979
1524564442084030,-0.127686,-0.00616455,-0.312744,-0.941223
1524564442099104,-0.125732,-0.00567627,-0.312622,-0.941528
1524564442122134,-0.123352,-0.00537109,-0.312744,-0.941833
1524564442144191,-0.121887,-0.00567627,-0.312988,-0.941956
1524564442167285,-0.121582,-0.0065918,-0.313232,-0.941895
1524564442182293,-0.12207,-0.00793457,-0.313293,-0.941772
1524564442204352,-0.122864,-0.00939941,-0.313354,-0.94165
1524564442225410,-0.123718,-0.0109253,-0.313416,-0.941528
1524564442241472,-0.124207,-0.0123291,-0.313477,-0.941406
1524564442264511,-0.124939,-0.0134888,-0.313538,-0.941284
1524564442285576,-0.125366,-0.0144043,-0.313721,-0.941162
1524564442301610,-0.125732,-0.0152588,-0.313904,-0.94104
1524564442324679,-0.126282,-0.0157471,-0.31427,-0.940796
1524564442345727,-0.127014,-0.0159912,-0.314941,-0.940491
1524564442361769,-0.12738,-0.0157471,-0.315491,-0.940247
1524564442384833,-0.127563,-0.0151978,-0.31604,-0.940063
1524564442404885,-0.128235,-0.0147095,-0.316345,-0.93988
1524564442421931,-0.128601,-0.0140991,-0.316467,-0.939758
1524564442443990,-0.128113,-0.0132446,-0.316406,-0.93988
1524564442465045,-0.126709,-0.012085,-0.316345,-0.940125
1524564442482090,-0.125366,-0.0111084,-0.316101,-0.940369
1524564442504150,-0.124207,-0.010376,-0.315735,-0.940674
1524564442525214,-0.12262,-0.00970459,-0.315308,-0.94104
1524564442542250,-0.120972,-0.00933838,-0.31488,-0.941406
1524564442564309,-0.119995,-0.00952148,-0.314636,-0.941589
1524564442587375,-0.119995,-0.0101318,-0.31427,-0.941711
1524564442601407,-0.120422,-0.0109253,-0.313904,-0.941772
1524564442624473,-0.120911,-0.0119019,-0.313477,-0.941833
1524564442646526,-0.121887,-0.0130615,-0.31311,-0.941833
1524564442661567,-0.123474,-0.0144043,-0.312622,-0.941772
1524564442684628,-0.125122,-0.0155029,-0.312317,-0.94165
1524564442706688,-0.126526,-0.0162354,-0.312134,-0.941467
1524564442721729,-0.126831,-0.0161133,-0.312317,-0.941345
1524564442744790,-0.126709,-0.0157471,-0.312744,-0.941223
1524564442766848,-0.12677,-0.0151978,-0.313232,-0.941101
1524564442780884,-0.127136,-0.0148926,-0.313477,-0.940979
1524564442803961,-0.127869,-0.0144653,-0.313599,-0.940857
1524564442809965,-0.127869,-0.0137329,-0.313782,-0.940796
1524564442835029,-0.127625,-0.0129395,-0.313904,-0.940796
1524564442849065,-0.127075,-0.012085,-0.313965,-0.940857
1524564442870171,-0.125916,-0.0110474,-0.314026,-0.940979
1524564442892217,-0.124573,-0.0102539,-0.314148,-0.941162
1524564442908255,-0.123474,-0.00982666,-0.314148,-0.941284
1524564442929313,-0.122314,-0.00952148,-0.31427,-0.941406
1524564442952343,-0.121399,-0.00964355,-0.314392,-0.941467
1524564442968383,-0.121277,-0.0101318,-0.314514,-0.941467
1524564442997494,-0.121704,-0.0109253,-0.314697,-0.941345
1524564443012499,-0.122253,-0.0116577,-0.315002,-0.941162
1524564443027542,-0.123047,-0.0124512,-0.315369,-0.940918
1524564443049633,-0.124207,-0.0134277,-0.315735,-0.940613
1524564443072663,-0.125549,-0.0142212,-0.31604,-0.940308
1524564443087705,-0.126953,-0.0149536,-0.316345,-0.940063
1524564443112799,-0.12793,-0.0153809,-0.31665,-0.939819
1524564443131851,-0.128784,-0.015625,-0.316895,-0.939575
1524564443148864,-0.129456,-0.015564,-0.317139,-0.939392
1524564443169982,-0.129822,-0.0153809,-0.3172,-0.939331
1524564443194986,-0.129883,-0.0150757,-0.317139,-0.939392
1524564443209055,-0.129883,-0.0148926,-0.316895,-0.939453
1524564443230113,-0.1297,-0.0144653,-0.316467,-0.939636
1524564443252173,-0.129028,-0.013855,-0.316101,-0.93988
1524564443275265,-0.128174,-0.0130005,-0.315918,-0.940063
1524564443289238,-0.126953,-0.012085,-0.31604,-0.940186
1524564443312298,-0.12561,-0.0112305,-0.316223,-0.940308
1524564443328342,-0.124329,-0.0105591,-0.316528,-0.940369
1524564443349433,-0.123413,-0.0103149,-0.316833,-0.940369
1524564443372458,-0.122925,-0.010498,-0.317139,-0.940369
1524564443388504,-0.122986,-0.0111084,-0.317322,-0.940308
1524564443409566,-0.123413,-0.012207,-0.317444,-0.940186
1524564443432618,-0.124084,-0.0134277,-0.317749,-0.940002
1524564443448660,-0.124634,-0.0145874,-0.318054,-0.939758
1524564443469717,-0.125366,-0.0157471,-0.318359,-0.939575
1524564443500799,-0.126038,-0.0166016,-0.318726,-0.939331
1524564443508821,-0.127014,-0.0172729,-0.319092,-0.939087
1524564443529876,-0.127686,-0.0176392,-0.319702,-0.938782
1524564443554944,-0.127808,-0.0176392,-0.32019,-0.938599
1524564443569987,-0.128235,-0.0174561,-0.320557,-0.938416
1524564443590039,-0.128723,-0.017395,-0.320679,-0.938293
1524564443608107,-0.128967,-0.0170898,-0.320862,-0.938171
1524564443630143,-0.128784,-0.0162964,-0.321106,-0.938171
1524564443650196,-0.12854,-0.0155029,-0.321228,-0.938171
1524564443668245,-0.128357,-0.0147705,-0.321228,-0.938171
1524564443690305,-0.127686,-0.013916,-0.321228,-0.938293
1524564443709356,-0.126648,-0.0131226,-0.321289,-0.938416
1524564443727402,-0.125977,-0.0126343,-0.321228,-0.938538
1524564443750495,-0.125732,-0.0125732,-0.321289,-0.938538
1524564443769548,-0.125549,-0.0126953,-0.321289,-0.938599
1524564443787565,-0.125366,-0.0130005,-0.321228,-0.938599
1524564443810644,-0.125977,-0.0136108,-0.321167,-0.938538
1524564443832682,-0.126831,-0.0143433,-0.321106,-0.938477
1524564443847723,-0.127441,-0.0150146,-0.321106,-0.938354
1524564443870800,-0.127869,-0.0154419,-0.321045,-0.938293
1524564443889834,-0.128418,-0.0158081,-0.321167,-0.938171
1524564443907932,-0.128784,-0.0159302,-0.32135,-0.93811
1524564443929941,-0.129028,-0.0158691,-0.321533,-0.937988
1524564443950027,-0.129517,-0.015686,-0.321716,-0.937866
1524564443968043,-0.129639,-0.0153809,-0.321838,-0.937805
1524564443990104,-0.129456,-0.0148315,-0.321899,-0.937805
1524564444010155,-0.129089,-0.0142212,-0.321899,-0.937866
1524564444028204,-0.128784,-0.0137939,-0.321838,-0.937927
1524564444050294,-0.128357,-0.0133057,-0.321777,-0.938049
1524564444070322,-0.127747,-0.0128784,-0.321655,-0.938171
1524564444087367,-0.127258,-0.0126953,-0.321533,-0.938293
1524564444110421,-0.127197,-0.0126953,-0.321533,-0.938293
1524564444131511,-0.126709,-0.0127563,-0.321533,-0.938354
1524564444146518,-0.126404,-0.0130005,-0.321594,-0.938354
1524564444169580,-0.126465,-0.0133667,-0.321716,-0.938293
1524564444191639,-0.12677,-0.0137939,-0.32196,-0.938171
1524564444206678,-0.126953,-0.0142212,-0.322266,-0.938049
1524564444229739,-0.127502,-0.0146484,-0.32251,-0.937866
1524564444250794,-0.128052,-0.0150146,-0.322815,-0.937683
1524564444266838,-0.128296,-0.0152588,-0.32312,-0.937561
1524564444288899,-0.128479,-0.0153198,-0.323364,-0.937439
1524564444309952,-0.12854,-0.0153809,-0.323425,-0.937378
1524564444334016,-0.12854,-0.0154419,-0.323425,-0.937378
1524564444349057,-0.128357,-0.0152588,-0.323547,-0.937378
1524564444370117,-0.128052,-0.0150757,-0.323547,-0.937439
1524564444387167,-0.12793,-0.0148926,-0.323486,-0.9375
1524564444409217,-0.127869,-0.0147705,-0.323425,-0.9375
1524564444430271,-0.127686,-0.0144653,-0.323425,-0.937561
1524564444447317,-0.127625,-0.0144653,-0.323425,-0.937561
1524564444469377,-0.127563,-0.0144653,-0.323425,-0.937561
1524564444499456,-0.127502,-0.0144653,-0.323425,-0.937561
1524564444506474,-0.127502,-0.0148315,-0.323547,-0.9375
1524564444529537,-0.127502,-0.0151367,-0.323669,-0.937439
1524564444551595,-0.127441,-0.0155029,-0.323792,-0.937439
1524564444566635,-0.127502,-0.0159912,-0.323975,-0.937317
1524564444589698,-0.12793,-0.0164185,-0.324219,-0.937195
1524564444612758,-0.128052,-0.0166016,-0.324524,-0.937073
1524564444625792,-0.128235,-0.0168457,-0.324829,-0.936951
1524564444648853,-0.128479,-0.0170288,-0.325012,-0.936829
1524564444678934,-0.128784,-0.0171509,-0.325195,-0.936707
1524564444685952,-0.129028,-0.0171509,-0.325378,-0.936646
1524564444709019,-0.128967,-0.0170288,-0.3255,-0.936584
1524564444732108,-0.128784,-0.0168457,-0.325562,-0.936584
1524564444746113,-0.128723,-0.0167847,-0.325562,-0.936584
1524564444777196,-0.128723,-0.0167847,-0.325562,-0.936646
1524564444792234,-0.128662,-0.0168457,-0.325562,-0.936646
1524564444806272,-0.128601,-0.0167847,-0.325562,-0.936646
1524564444829335,-0.128662,-0.0168457,-0.325562,-0.936646
1524564444851427,-0.128662,-0.0169067,-0.3255,-0.936646
1524564444866465,-0.128601,-0.0169067,-0.3255,-0.936646
1524564444889497,-0.12854,-0.0169067,-0.3255,-0.936646
1524564444911551,-0.128845,-0.0172729,-0.325745,-0.936523
1524564444926593,-0.129578,-0.0177612,-0.325989,-0.93634
1524564444949654,-0.129761,-0.0178833,-0.326294,-0.936218
1524564444971714,-0.1297,-0.0178223,-0.326721,-0.936035
1524564444992779,-0.129639,-0.0179443,-0.327148,-0.935913
1524564445009815,-0.129822,-0.0181274,-0.327454,-0.935791
1524564445031872,-0.130249,-0.0184326,-0.327698,-0.935608
1524564445052930,-0.130676,-0.0189209,-0.328003,-0.935425
1524564445068972,-0.130859,-0.019043,-0.328308,-0.935303
1524564445092045,-0.130249,-0.0188599,-0.328613,-0.935303
1524564445120108,-0.1297,-0.0187988,-0.328796,-0.935303
1524564445129131,-0.130127,-0.019165,-0.328857,-0.935242
1524564445152224,-0.130676,-0.0193481,-0.329041,-0.935059
1524564445173249,-0.13031,-0.0192261,-0.329285,-0.935059
1524564445189292,-0.129822,-0.0192261,-0.329529,-0.934998
1524564445219372,-0.129761,-0.0195923,-0.329529,-0.934998
1524564445240428,-0.129639,-0.0198975,-0.32959,-0.934998
1524564445249451,-0.128723,-0.0200195,-0.329712,-0.935059
1524564445271520,-0.128113,-0.0203857,-0.329956,-0.935059
1524564445292573,-0.128052,-0.0209351,-0.330139,-0.934998
1524564445309612,-0.127747,-0.0212402,-0.3302,-0.935059
1524564445331669,-0.127258,-0.0214844,-0.330322,-0.935059
1524564445352726,-0.12677,-0.0216675,-0.330444,-0.935059
1524564445369774,-0.126587,-0.0220947,-0.330566,-0.935059
1524564445391835,-0.126709,-0.022644,-0.33075,-0.934937
1524564445413888,-0.127014,-0.0228882,-0.331055,-0.934753
1524564445428928,-0.126892,-0.0228271,-0.331482,-0.934692
1524564445451990,-0.126282,-0.022644,-0.331604,-0.934692
1524564445474050,-0.125854,-0.0224609,-0.331726,-0.934753
1524564445504128,-0.125977,-0.0224609,-0.331726,-0.934692
1524564445512150,-0.126587,-0.0223389,-0.331787,-0.934631
1524564445534208,-0.127319,-0.0220337,-0.331848,-0.934509
1524564445548245,-0.127808,-0.0214844,-0.331787,-0.934448
1524564445572311,-0.12793,-0.020813,-0.331543,-0.934509
1524564445594370,-0.126221,-0.0199585,-0.330994,-0.934998
1524564445608407,-0.124695,-0.0192871,-0.330688,-0.935303
1524564445631467,-0.123779,-0.0187378,-0.330566,-0.935486
1524564445654538,-0.123169,-0.0183105,-0.330322,-0.935669
1524564445668566,-0.123047,-0.0182495,-0.330261,-0.935669
1524564445691628,-0.121216,-0.0177002,-0.329651,-0.936157
1524564445714689,-0.119019,-0.017334,-0.328491,-0.936829
1524564445728725,-0.120483,-0.0184937,-0.327881,-0.93689
1524564445751787,-0.120911,-0.0182495,-0.328003,-0.936768
1524564445774849,-0.118469,-0.0177002,-0.327637,-0.937256
1524564445788889,-0.117371,-0.0174561,-0.326904,-0.937622
1524564445811948,-0.117798,-0.0178833,-0.326477,-0.937683
1524564445834006,-0.118713,-0.0177612,-0.326782,-0.9375
1524564445857067,-0.118164,-0.0167847,-0.326843,-0.937561
1524564445872111,-0.118408,-0.0167236,-0.326599,-0.937622
1524564445900181,-0.120239,-0.0167847,-0.327087,-0.937195
1524564445915221,-0.121033,-0.0162964,-0.327698,-0.93689
1524564445932268,-0.120972,-0.0162354,-0.327698,-0.93689
1524564445954338,-0.121948,-0.0167236,-0.327698,-0.936768
1524564445975394,-0.122314,-0.0167236,-0.328369,-0.936462
1524564445991424,-0.122498,-0.0164795,-0.328857,-0.936279
1524564446014487,-0.12262,-0.0169067,-0.328979,-0.936218
1524564446059606,-0.123291,-0.0175781,-0.329102,-0.936096
1524564446062645,-0.123779,-0.0180054,-0.329407,-0.935913
1524564446075649,-0.124207,-0.0183105,-0.329651,-0.935791
1524564446095703,-0.124084,-0.0186157,-0.329895,-0.935669
1524564446117761,-0.123962,-0.019165,-0.330078,-0.935608
1524564446134815,-0.124329,-0.0195923,-0.330078,-0.935547
1524564446162913,-0.124084,-0.0197144,-0.3302,-0.935547
1524564446171905,-0.123718,-0.0198364,-0.330444,-0.935486
1524564446193967,-0.123596,-0.0203857,-0.330444,-0.935547
1524564446215020,-0.12384,-0.0209961,-0.330627,-0.935425
1524564446232064,-0.123718,-0.0213623,-0.330566,-0.935425
1524564446254123,-0.12262,-0.0213623,-0.330872,-0.935486
1524564446275182,-0.121338,-0.0214233,-0.331238,-0.935547
1524564446292232,-0.121155,-0.0219727,-0.331604,-0.935364
1524564446314284,-0.121338,-0.0219727,-0.332458,-0.935059
1524564446335375,-0.121155,-0.0220337,-0.332947,-0.934937
1524564446351415,-0.12085,-0.0217896,-0.333618,-0.934753
1524564446374447,-0.120972,-0.0220337,-0.334534,-0.934387
1524564446396508,-0.121277,-0.0223999,-0.335083,-0.934143
1524564446411542,-0.120728,-0.0227051,-0.335754,-0.93396
1524564446441623,-0.120422,-0.0227051,-0.336304,-0.933777
1524564446457669,-0.121277,-0.0232544,-0.336243,-0.933655
1524564446479725,-0.123657,-0.0240479,-0.335999,-0.933472
1524564446494766,-0.12561,-0.0248413,-0.335876,-0.933228
1524564446516822,-0.127563,-0.0247192,-0.336609,-0.932678
1524564446530861,-0.128662,-0.0244141,-0.336731,-0.932495
1524564446554924,-0.130554,-0.0241089,-0.33728,-0.932068
1524564446576991,-0.13208,-0.0238037,-0.338135,-0.931519
1524564446593025,-0.133301,-0.0237427,-0.338379,-0.931274
1524564446614080,-0.134155,-0.0234985,-0.338379,-0.931152
1524564446637146,-0.134155,-0.0230103,-0.338745,-0.93103
1524564446651180,-0.134521,-0.0223999,-0.339233,-0.930786
1524564446674242,-0.136719,-0.0222168,-0.339844,-0.930298
1524564446697303,-0.138489,-0.0228271,-0.339844,-0.929993
1524564446711340,-0.13916,-0.022644,-0.3396,-0.929993
1524564446734402,-0.139526,-0.0227051,-0.340637,-0.929565
1524564446756462,-0.139709,-0.022644,-0.34082,-0.929443
1524564446771522,-0.140259,-0.022583,-0.340149,-0.929626
1524564446794563,-0.141907,-0.0234375,-0.33905,-0.929749
1524564446816619,-0.138916,-0.020874,-0.341248,-0.929443
1524564446831661,-0.139099,-0.0203247,-0.340881,-0.929565
1524564446854778,-0.141785,-0.0206909,-0.340454,-0.929321
1524564446884815,-0.142151,-0.0210571,-0.340027,-0.929443
1524564446897869,-0.140442,-0.0185547,-0.341553,-0.929199
1524564446913914,-0.141846,-0.0188599,-0.341125,-0.929077
1524564446936942,-0.146484,-0.020752,-0.340088,-0.928711
1524564446957998,-0.148743,-0.022522,-0.339661,-0.928467
1524564446974040,-0.144348,-0.019104,-0.341553,-0.928589
1524564446997101,-0.145264,-0.0197144,-0.340698,-0.928711
1524564447018209,-0.149841,-0.0210571,-0.339966,-0.928223
1524564447034198,-0.148071,-0.0213623,-0.341003,-0.928101
1524564447057262,-0.143982,-0.0195313,-0.341675,-0.928589
1524564447078316,-0.145264,-0.020874,-0.341248,-0.928528
1524564447084365,-0.150757,-0.0236206,-0.340454,-0.927856
1524564447107396,-0.147766,-0.0227051,-0.342407,-0.927612
1524564447122498,-0.14447,-0.0218506,-0.342529,-0.928101
1524564447144531,-0.1474,-0.0234375,-0.341553,-0.927979
1524564447162540,-0.147095,-0.024231,-0.341858,-0.927917
1524564447182593,-0.143372,-0.022583,-0.342529,-0.928284
1524564447204686,-0.143738,-0.0227051,-0.342224,-0.928345
1524564447219693,-0.14917,-0.0250854,-0.341187,-0.927795
1524564447242765,-0.14801,-0.0246582,-0.342834,-0.927368
1524564447264846,-0.146057,-0.0240479,-0.342957,-0.927673
1524564447279853,-0.149048,-0.026123,-0.342102,-0.927429
1524564447301945,-0.149902,-0.0264893,-0.342468,-0.927185
1524564447319959,-0.148865,-0.0255127,-0.343079,-0.927124
1524564447340014,-0.147339,-0.0250854,-0.342773,-0.92749
1524564447362073,-0.148499,-0.0262451,-0.341614,-0.927734
1524564447380120,-0.147827,-0.0263062,-0.342224,-0.927551
1524564447400171,-0.146057,-0.0253296,-0.342529,-0.927795
1524564447422270,-0.143372,-0.0244751,-0.342285,-0.928345
1524564447440280,-0.140564,-0.0238647,-0.34137,-0.929138
1524564447460341,-0.141052,-0.0259399,-0.33844,-0.930054
1524564447482391,-0.138062,-0.026001,-0.340332,-0.92981
1524564447505502,-0.133484,-0.024292,-0.34082,-0.930359
1524564447521531,-0.132446,-0.0238037,-0.341553,-0.930237
1524564447542552,-0.132935,-0.0245972,-0.341736,-0.930054
1524564447573634,-0.13269,-0.0246582,-0.342407,-0.929871
1524564447579650,-0.132935,-0.0245361,-0.343018,-0.929626
1524564447601708,-0.131897,-0.0238037,-0.344604,-0.929199
1524564447616747,-0.130249,-0.0261841,-0.345276,-0.929077
1524564447639809,-0.132874,-0.0228271,-0.346191,-0.928467
1524564447663875,-0.13385,-0.0255737,-0.345703,-0.928467
1524564447676909,-0.129211,-0.0288086,-0.346008,-0.928894
1524564447699969,-0.128967,-0.0268555,-0.347107,-0.928589
1524564447722062,-0.127625,-0.026062,-0.3479,-0.928467
1524564447737070,-0.125549,-0.0244141,-0.349243,-0.928345
1524564447760130,-0.124329,-0.0230713,-0.350281,-0.928101
1524564447782187,-0.124023,-0.022522,-0.35083,-0.927979
1524564447799235,-0.121399,-0.0206909,-0.351379,-0.928162
1524564447828340,-0.118958,-0.0198364,-0.351318,-0.928528
1524564447842349,-0.117065,-0.0192261,-0.351135,-0.928833
1524564447857420,-0.115967,-0.019043,-0.351624,-0.928772
1524564447879478,-0.116943,-0.0189209,-0.352173,-0.928467
