timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
3,-13,-24,-39,-53,-34,-20,-38,-4
3,-25,-49,13,65,37,4,15,7
3,-16,-44,27,35,16,-44,-6,-22
3,9,-18,-50,-6,35,-31,30,-10
3,-2,-22,29,-12,30,6,-17,7
3,18,-19,-15,61,-23,0,-4,-17
3,43,-33,-1,-40,-23,-41,-34,-11
3,47,-21,54,54,-14,-7,-31,-26
3,35,-16,-61,-42,-22,-11,60,14
3,-105,-71,2,15,-55,65,76,8
3,-69,-24,-22,-20,-33,-26,-72,-57
3,-36,1,-14,-40,-57,107,65,-11
3,-5,-55,26,62,-56,69,-5,23
3,39,-11,-32,-81,11,-93,-109,-59
3,-18,-29,1,74,-26,68,123,29
3,-16,-35,-17,30,-3,-17,-8,-1
3,-38,-28,5,-4,-26,17,-8,0
3,4,-19,28,12,1,26,49,20
3,-2,-23,-19,36,-10,11,-76,4
3,-31,-91,-18,5,-26,-31,4,-30
3,-18,-29,23,11,20,-6,-24,14
3,12,-13,21,49,-43,50,-50,-17
3,-28,-55,-24,-99,-67,38,35,16
3,48,-19,6,14,-28,65,4,-1
3,-13,-34,-16,-20,-13,-13,-9,-9
3,24,-33,-3,-2,-22,8,-83,14
3,56,-40,-2,2,-17,67,54,-7
3,-40,-30,8,-39,-12,20,70,26
3,17,-32,-26,14,-11,-19,11,-13
3,-4,-54,30,33,-51,-19,-108,-38
3,7,-27,-25,-26,-10,-23,64,28
3,11,-8,5,-57,10,-32,-17,23
3,1,-38,28,71,-55,20,3,-19
3,-17,-31,0,12,26,-6,77,6
3,-1,-34,23,127,-18,-21,-46,-19
3,-16,-35,-59,-128,-2,-5,0,-6
3,-71,-37,4,62,-28,17,-78,-53
3,12,-33,32,1,-26,41,126,47
3,-110,-26,-51,-34,-12,-2,-96,-80
3,51,-48,-8,21,-15,32,64,-7
3,-14,-34,15,-23,-57,38,56,-5
3,67,-55,-4,-10,1,-15,74,53
3,-9,-30,19,-5,-5,104,15,5
3,-58,-32,20,21,-12,7,-58,-31
3,18,-27,-18,-43,10,52,4,8
3,4,-26,31,76,-21,24,15,-9
3,27,-37,-20,-113,7,-59,-12,60
3,-25,-34,0,122,-22,-15,-111,-32
3,24,-36,27,54,3,-29,-23,23
