timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1516786563738734,0,-6,40,19,2,-3,2,4
1516786563739704,-7,-15,-86,-24,-18,-8,-6,-7
1516786563739704,0,15,79,12,11,10,3,3
1516786563747727,0,14,62,23,-1,6,-1,-2
1516786563747727,-5,-20,-4,-16,-11,-25,-9,-2
1516786563761763,3,2,27,6,7,2,4,3
1516786563761763,3,13,39,26,23,36,13,5
1516786563768781,1,2,-8,-6,25,22,5,0
1516786563768781,1,2,10,9,-4,2,-5,-4
1516786563783823,1,1,12,4,-12,-15,-4,-3
1516786563783823,-2,-4,-28,-8,-20,-21,-7,-1
1516786563791049,-8,-13,-8,-13,-10,-4,-3,-6
1516786563791049,-3,-6,2,8,0,-2,1,0
1516786563799083,0,5,24,6,-5,-4,-4,0
1516786563799083,0,4,27,7,0,2,-6,-1
1516786563807887,0,-6,-30,-11,0,-7,-5,-2
1516786563807887,2,6,-2,1,-1,-3,2,-2
1516786563822145,3,4,8,1,5,0,0,-1
1516786563822145,-1,-9,-31,-8,-7,-15,-3,-13
1516786563829172,-2,-1,-22,-9,-8,-13,-1,-7
1516786563829172,-2,-2,7,2,0,4,3,-1
1516786563844134,-2,2,18,5,6,14,5,3
1516786563844134,-3,-2,15,6,0,1,0,8
1516786563851155,-6,-37,-21,-11,-8,-1,-1,4
1516786563851155,-1,-12,8,7,3,9,2,4
1516786563859167,-2,-10,15,2,2,2,-2,1
1516786563859167,0,-27,-30,-8,-7,-14,-5,-1
1516786563867055,-2,-28,-11,-4,1,1,0,-3
1516786563867055,-1,-56,0,-2,-2,-1,-2,-3
1516786563882235,1,-121,-15,-2,1,-5,-2,-4
1516786563882235,0,-120,-16,-4,-4,-6,-2,-3
1516786563889155,0,74,7,2,-2,-1,0,-4
1516786563889155,0,112,-2,2,3,-1,-1,-1
1516786563904143,-2,127,0,-1,1,3,-1,1
1516786563904143,-3,110,-27,-12,-3,0,-1,0
1516786563911389,-2,42,-4,-3,-1,-1,-2,-1
1516786563911389,0,20,6,3,-1,-1,-2,-3
1516786563919216,0,37,8,0,0,1,1,0
1516786563919216,0,18,9,4,0,-1,0,1
1516786563927407,-4,10,-20,-6,-5,-5,-1,-1
1516786563927407,0,19,2,-1,-1,-1,-1,-1
1516786563942250,-2,-17,-1,-1,0,1,0,0
1516786563942250,-2,-1,1,-1,-3,-3,-2,-2
1516786563948272,-2,-40,-11,-6,-2,-4,-1,-2
1516786563948272,0,-10,-7,-1,0,0,-1,-1
1516786563964499,0,30,-14,1,2,0,0,0
1516786563964499,-1,127,-48,-1,-2,-4,0,0
1516786563971322,-1,127,-98,-4,-1,-4,-2,-2
1516786563971322,0,124,-111,0,0,-6,-2,-1
1516786563978492,-1,15,-54,-3,0,-5,-3,-4
1516786563978492,-2,-53,-1,-5,-3,-2,-3,-3
1516786563993522,0,-128,41,-2,-2,2,-1,0
1516786563993522,-2,-128,91,1,-2,5,0,0
1516786564002411,-2,-111,84,-2,-1,1,-1,0
1516786564002411,-2,-50,87,-3,1,2,1,0
1516786564008570,-1,28,86,-7,-3,1,-1,1
1516786564008570,-2,27,44,-6,-1,-3,1,1
1516786564024464,-1,45,27,-2,0,-2,1,-3
1516786564024464,0,11,1,0,1,-1,-2,-1
1516786564031514,-1,-28,-29,0,0,-2,-1,-1
1516786564031514,0,-94,-13,0,-2,-1,-1,-1
1516786564047536,-2,-127,-12,4,0,1,1,1
1516786564047536,-2,-116,-14,5,-2,1,2,-2
1516786564053754,-1,-64,-6,3,0,0,-1,-2
1516786564053754,-3,-17,-6,2,-2,-2,-3,0
1516786564061570,1,38,-16,-2,-3,-2,0,-1
1516786564061570,1,46,-21,-3,0,-3,-1,-1
1516786564069614,-1,48,-15,-4,-2,-2,-1,-2
1516786564069614,1,36,-5,-2,-1,-2,0,-2
1516786564084623,0,46,-16,-2,-1,-1,-1,2
1516786564084623,0,41,-12,-3,-1,-2,-2,0
1516786564090639,0,7,-12,0,-1,-3,0,-3
1516786564090639,-2,11,-3,0,0,-2,-2,-3
1516786564106826,1,0,-4,-1,0,-1,-1,-1
1516786564106826,-1,-2,0,1,-2,-2,1,-2
1516786564113702,-1,-11,0,0,0,-1,-1,0
1516786564113702,-2,-10,4,-1,0,3,-2,0
1516786564121721,-1,11,-2,-1,0,-2,-1,-1
1516786564121721,-1,-2,1,-1,-4,-2,-1,-1
1516786564129743,-3,-6,1,-2,-2,-1,-2,-1
1516786564129743,-1,0,4,0,0,-2,-1,-1
1516786564143778,-1,-3,-3,0,0,-1,-1,0
1516786564143778,-1,0,0,-1,0,-1,-1,0
1516786564150799,-2,-4,-2,0,-2,-2,0,-1
1516786564150799,-1,-4,3,0,-1,-1,0,-1
1516786564166840,-1,1,-2,-2,-2,1,-3,-1
1516786564166840,1,-1,-1,-1,-2,0,-1,-1
1516786564173860,-1,2,1,-2,0,-1,-2,0
1516786564173860,-2,-11,-2,-1,0,-3,1,0
1516786564190121,-1,-15,-5,-1,-3,-1,0,-2
1516786564190121,-1,-20,-2,0,-1,-3,0,-1
1516786564191908,0,-23,-3,-2,-1,0,-1,-1
1516786564191908,-1,2,-4,-1,-2,1,-2,-2
1516786564204955,0,9,-3,-2,-1,-1,-1,-2
1516786564204955,-1,4,-2,-2,1,-1,-2,1
1516786564219196,-1,0,-6,1,-2,0,-1,0
1516786564219196,0,-14,-6,0,-1,0,0,0
1516786564227213,-1,-16,-2,-2,-1,0,1,-2
1516786564227213,-1,-19,-3,-1,0,0,0,-3
1516786564234033,-2,-20,4,0,1,1,-1,0
1516786564234033,-1,-4,-6,-3,-2,-1,-1,-1
1516786564250214,-1,19,-8,-2,-4,-3,-2,1
1516786564250214,-1,43,7,-1,-1,1,-2,-1
1516786564252124,0,50,-3,-3,0,0,-2,0
1516786564252124,-2,36,1,0,1,0,1,0
1516786564264125,-2,33,7,1,1,0,-1,-1
1516786564264125,-2,12,-5,-3,-3,-4,-1,1
1516786564271271,0,-5,-2,-1,-2,0,-1,2
1516786564271271,-1,-11,1,-2,-2,0,-2,0
1516786564287305,2,-21,1,-5,-1,-2,-1,1
1516786564287305,-2,-14,5,0,-1,1,-1,-1
1516786564294204,-4,-8,13,-3,2,-4,-5,-4
1516786564294204,0,-5,16,-3,-2,-4,-3,-2
1516786564310360,-2,8,9,-1,2,2,0,-2
1516786564310360,-1,15,0,-4,-2,-2,1,1
1516786564311361,0,9,-10,-3,-1,-2,-1,-1
1516786564311361,-3,7,-2,4,1,-1,0,-2
1516786564323409,-2,15,1,-1,-6,-5,-3,-1
1516786564323409,-1,14,2,3,0,0,1,3
1516786564332418,0,5,-5,0,-2,-4,-1,-3
1516786564332418,1,-2,-11,-3,-4,-4,0,-2
1516786564346350,0,-20,-13,0,0,1,3,0
1516786564346350,1,-23,-19,0,-1,-6,-3,-3
1516786564353337,0,-19,-3,-1,-4,-2,-1,-1
1516786564353337,2,-25,0,-3,-1,-1,-2,-1
1516786564369522,-2,-12,2,2,-1,5,-1,0
1516786564369522,-1,0,7,-1,0,2,-1,-1
1516786564370382,-2,20,-4,-2,-3,-1,-2,1
1516786564370382,1,13,-2,-1,-2,-1,-2,1
1516786564391582,-2,4,-8,1,-4,-6,-5,-4
1516786564391582,-6,-10,-6,-2,2,2,1,-2
1516786564392441,1,-17,-4,-1,-1,-2,-1,-3
1516786564392441,-2,-5,-2,3,1,1,0,0
1516786564407481,0,-25,-2,-6,-2,-2,-2,-1
1516786564407481,-2,-111,10,3,0,1,-2,0
1516786564413563,-4,-117,-1,-13,-6,-1,1,0
1516786564413563,-2,-88,4,20,-3,2,0,0
1516786564429691,-3,-15,5,-12,-4,-3,-2,-1
1516786564429691,2,58,0,-2,-5,0,1,0
1516786564430542,0,100,5,18,2,2,-2,0
1516786564430542,-1,95,0,-12,3,2,2,0
1516786564445582,1,81,-6,-22,-9,-7,1,3
1516786564445582,-1,59,-2,6,10,12,-4,-1
1516786564451772,4,25,29,34,9,12,8,7
1516786564451772,-4,8,-36,-47,1,4,1,1
1516786564467643,-3,-4,26,37,-8,-5,-8,0
1516786564467643,0,-2,3,10,5,-10,-2,-2
1516786564473888,-2,4,-30,-30,-12,-10,-3,-5
1516786564473888,4,-1,7,12,9,-4,0,0
1516786564489699,0,-13,-49,-33,1,-1,1,-3
1516786564489699,-1,-2,-20,-14,-15,-9,-6,-7
1516786564489699,0,3,-3,14,6,-3,-4,-5
1516786564489699,-6,1,-11,-7,-17,-19,-6,-10
1516786564504977,2,-2,-18,-9,11,7,2,-3
1516786564504977,-2,18,-4,8,-5,-7,3,-3
1516786564510983,-1,3,-14,-8,5,1,1,-5
1516786564510983,1,-9,-3,-7,-7,-10,-6,-5
1516786564527818,-2,-12,9,14,-1,-5,-6,-6
1516786564527818,1,-16,-21,-20,0,11,1,3
1516786564533969,-10,-27,22,9,-8,-7,-10,-6
1516786564533969,0,-5,4,-17,-7,7,-4,2
1516786564548860,-5,-7,80,66,5,10,1,2
1516786564548860,-3,-9,-1,-27,2,6,3,3
1516786564549858,-3,-5,5,7,6,6,4,6
1516786564549858,-2,-1,5,9,1,6,5,4
1516786564564901,-2,-6,-21,-24,-13,-2,2,0
1516786564564901,2,-5,-38,-48,-12,-3,3,6
1516786564571126,-2,16,93,100,19,-8,-8,-8
1516786564571126,-3,-8,-20,0,4,-3,-3,-6
1516786564586098,0,-5,-8,-43,-9,-10,-4,-3
1516786564586098,-1,-10,-30,-3,-7,-6,-3,-4
1516786564594118,3,2,-6,-26,-8,-2,1,0
1516786564594118,1,9,50,79,7,0,-1,3
1516786564609255,-5,-5,-2,-56,0,0,1,-2
1516786564609255,1,0,9,19,2,0,1,1
1516786564610021,2,-10,-25,-43,-4,3,3,0
1516786564610021,2,-11,3,8,7,2,1,1
1516786564625059,0,-18,-28,15,4,3,-2,0
1516786564625059,0,4,87,58,11,1,-2,-1
1516786564631076,-2,2,-47,-30,-9,-2,-1,-1
1516786564631076,-1,13,2,-18,-1,-2,0,-3
1516786564646267,2,17,-11,16,3,3,3,4
1516786564646267,-1,-1,-42,-37,-10,-2,3,3
1516786564654204,-7,-5,-4,-17,-4,-5,-6,-10
1516786564654204,5,6,1,42,5,10,5,4
1516786564669330,-5,-6,-12,-27,-3,-13,-7,-7
1516786564669330,1,2,10,40,7,1,0,-1
1516786564670179,5,3,-16,-51,-11,0,1,4
1516786564670179,-5,-14,-22,-18,2,2,0,0
1516786564685219,5,7,-46,-16,-15,2,4,1
1516786564685219,-12,-14,34,43,-1,-11,-13,-13
1516786564691380,1,8,18,8,-6,-7,-2,-1
1516786564691380,0,1,4,-35,-7,-6,-5,-3
1516786564706418,-2,1,-2,11,6,4,0,-2
1516786564706418,-2,1,-20,-21,-7,-4,-3,-2
1516786564713443,2,-1,38,52,4,5,2,2
1516786564713443,-2,-4,-44,-48,-9,-5,-4,-6
1516786564729491,-8,-1,29,23,2,1,0,0
1516786564729491,2,8,-2,-16,3,2,2,1
1516786564730354,0,-7,-14,8,4,2,2,1
1516786564730354,2,9,-1,-27,-8,-2,-2,0
1516786564745381,2,-7,-1,25,11,-1,-2,-2
1516786564745381,-2,-11,11,-1,1,-2,-2,-4
1516786564751397,-3,-10,-12,7,2,1,3,3
1516786564751397,2,9,34,26,-7,-3,-4,-2
1516786564766434,1,-1,-37,-70,-6,-5,-3,-2
1516786564766434,-2,14,42,20,3,0,0,0
1516786564773454,2,-14,-27,-32,-5,0,-1,-6
1516786564773454,-3,-10,5,6,-2,-2,2,5
1516786564789643,-4,5,40,37,2,3,2,3
1516786564789643,1,-4,-27,-14,0,0,-2,-2
